CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_CAPPED,CASH_ADVANCE_CAPPED,MIN_PAYMENTS_CAPPED,PAYMENTS_CAPPED,ZERO_PURCHASE_FLAG,CASH_ADV_USER_FLAG,TENURE_BAND,PAYMENT_TIER,PURCHASE_SEGMENT
C12559,11416.64736,1,1347.7,0,1347.7,0,0.583333,0,0.583333,0,0,9,15500,2704.076105,2580.556298,0,12,9338.804814,0,2580.556298,2704.076105,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C12560,2008.004976,1,75.5,75.5,0,0,0.166667,0.166667,0,0,0,2,5000,485.389275,603.340807,0,12,2008.004976,0,603.340807,485.389275,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C12561,5880.218671,0.666667,0,0,0,10590.41113,0,0,0,0.166667,1,0,11500,1828.239171,1952.041626,0,6,5880.218671,9588.163357,1952.041626,1828.239171,1,1,Short-Term (<=8 months),D - Never Full,Non-Purchaser
C12562,5354.109275,1,0,0,0,2660.070252,0,0,0,0.333333,7,0,7000,1408.437818,1228.996607,0,12,5354.109275,2660.070252,1228.996607,1408.437818,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12563,3207.605367,0.909091,0,0,0,3766.7883,0,0,0,0.090909,5,0,9000,750.543668,1131.588644,0,11,3207.605367,3766.7883,1131.588644,750.543668,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C12564,4319.531807,1,0,0,0,9085.908764,0,0,0,0.666667,19,0,7500,10339.93845,1348.605697,0,12,4319.531807,9085.908764,1348.605697,10339.93845,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12565,1343.165153,1,291.62,0,291.62,1461.717523,1,0,0.857143,0.142857,4,7,1500,276.342352,849.32088,0,7,1343.165153,1461.717523,849.32088,276.342352,0,1,Short-Term (<=8 months),D - Never Full,Installments-Only
C12566,705.645246,1,1325.21,1017.21,308,0,0.75,0.583333,0.416667,0,0,14,3000,860.265446,227.004657,0,12,705.645246,0,227.004657,860.265446,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12567,112.01046,1,229,229,0,0,0.181818,0.181818,0,0,0,4,150,119.62682,252.515849,0,11,112.01046,0,252.515849,119.62682,0,0,Mid-Term (9-11 months),D - Never Full,One-Off Only
C12568,1978.041097,1,0,0,0,1922.461395,0,0,0,0.166667,4,0,5500,1481.136548,477.284193,0,12,1978.041097,1922.461395,477.284193,1481.136548,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12569,468.769607,1,585.68,445.98,139.7,856.77615,0.666667,0.416667,0.416667,0.75,19,12,4500,1368.204953,201.964603,0,12,468.769607,856.77615,201.964603,1368.204953,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12570,15.531077,0.090909,0,0,0,1630.319983,0,0,0,0.083333,4,0,2000,1898.347582,32.585321,0,12,15.531077,1630.319983,32.585321,1898.347582,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12571,1003.058842,1,1627,1627,0,0,0.333333,0.333333,0,0,0,12,1200,1897.171179,613.912928,0,12,1003.058842,0,613.912928,1897.171179,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C12572,220.938626,1,2310.61,1375.61,935,0,1,1,0.5,0,0,33,18000,2588.893066,190.034881,1,12,220.938626,0,190.034881,2588.893066,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C12573,5236.290986,1,1780.79,1080.65,700.14,657.93913,1,0.666667,1,0.166667,5,93,17000,1230.806488,1182.650916,0,12,5236.290986,657.93913,1182.650916,1230.806488,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12574,505.333425,0.909091,5176.62,5176.62,0,0,0.666667,0.666667,0,0,0,33,8500,4971.981428,172.888946,0.6,12,505.333425,0,172.888946,4971.981428,0,0,Full-Term (12 months),B - Mostly Full,One-Off Only
C12575,17.896575,0.909091,265.97,0,265.97,0,1,0,0.916667,0,0,14,1000,224.528678,120.554003,0.545455,12,17.896575,0,120.554003,224.528678,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12576,5550.171932,1,1026.26,1026.26,0,256.963408,0.583333,0.583333,0,0.083333,1,12,11000,1322.74282,1417.69815,0,12,5550.171932,256.963408,1417.69815,1322.74282,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12577,236.507753,1,2692.65,2072.32,620.33,0,1,1,0.583333,0,0,45,1500,2375.560677,178.352824,1,12,236.507753,0,178.352824,2375.560677,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C12578,1132.282217,1,0,0,0,68.520455,0,0,0,0.083333,1,0,1200,281.613657,240.366583,0,12,1132.282217,68.520455,240.366583,281.613657,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12579,247.857188,0.454545,0,0,0,872.983058,0,0,0,0.333333,10,0,1200,253.663706,260.21665,0,12,247.857188,872.983058,260.21665,253.663706,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12580,3312.222433,1,3729.7,2169.35,1560.35,0,1,1,1,0,0,81,8000,4974.329762,931.22828,0,12,3312.222433,0,931.22828,4974.329762,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12581,1373.252757,1,0,0,0,79.435812,0,0,0,0.166667,3,0,1500,303.776791,466.08332,0,12,1373.252757,79.435812,466.08332,303.776791,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12582,71.542751,1,561.38,0,561.38,0,1,0,1,0,0,32,1500,482.868194,168.926878,0.416667,12,71.542751,0,168.926878,482.868194,0,0,Full-Term (12 months),C - Partial,Installments-Only
C12583,0,0,609,0,609,0,1,0,1,0,0,12,2500,893.429001,312.343947,0,12,0,0,312.343947,893.429001,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C12584,147.418569,0.181818,1074,1074,0,0,0.083333,0.083333,0,0,0,2,5500,0,312.343947,0,12,147.418569,0,312.343947,0,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C12585,774.645244,1,190.54,0,190.54,2467.204866,0.416667,0,0.333333,0.25,4,6,1200,2365.524893,423.0202,0.166667,12,774.645244,2467.204866,423.0202,2365.524893,0,1,Full-Term (12 months),C - Partial,Installments-Only
C12586,727.467671,1,420.88,0,420.88,429.481253,0.416667,0,0.333333,0.333333,4,7,4500,1190.41941,205.529399,0,12,727.467671,429.481253,205.529399,1190.41941,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C12587,1115.208504,1,30,30,0,1484.671104,0.083333,0.083333,0,0.416667,11,1,1500,1839.908719,570.913732,0.083333,12,1115.208504,1484.671104,570.913732,1839.908719,0,1,Full-Term (12 months),C - Partial,One-Off Only
C12588,366.441008,0.636364,0,0,0,2838.753109,0,0,0,0.083333,3,0,3000,4634.133777,476.217118,0.25,12,366.441008,2838.753109,476.217118,4634.133777,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12589,3891.346976,1,3629.8,50,3579.8,2538.561644,1,0.083333,1,0.166667,5,254,7500,8259.411897,4725.470314,0.083333,12,3891.346976,2538.561644,4725.470314,8259.411897,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C12590,7442.599092,1,1080,0,1080,3968.684047,0.666667,0,0.666667,0.25,29,24,8500,4365.058558,6019.766066,0,12,7442.599092,3968.684047,6019.766066,4365.058558,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C12591,752.485849,0.727273,0,0,0,1075.239192,0,0,0,0.083333,4,0,1200,1321.798347,145.445603,0,12,752.485849,1075.239192,145.445603,1321.798347,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12592,537.491488,1,1672.99,972.01,700.98,0,0.583333,0.416667,0.416667,0,0,25,1600,1306.526458,968.817429,0.25,12,537.491488,0,968.817429,1306.526458,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C12593,1890.946618,1,0,0,0,4561.090005,0,0,0,0.25,7,0,2500,4847.513095,507.635447,0.090909,12,1890.946618,4561.090005,507.635447,4847.513095,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12594,11.269672,0.636364,248.31,0,248.31,0,0.416667,0,0.416667,0,0,10,9500,36.844388,66.224535,0,12,11.269672,0,66.224535,36.844388,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C12595,50.006512,0.454545,701.25,0,701.25,0,0.333333,0,0.25,0,0,5,3500,1834.431851,132.939468,1,12,50.006512,0,132.939468,1834.431851,0,0,Full-Term (12 months),A - Always Full,Installments-Only
C12596,5115.712849,1,4378.8,3195.58,1183.22,0,0.833333,0.333333,0.75,0,0,19,10000,2241.246911,1320.011574,0,12,5115.712849,0,1320.011574,2241.246911,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12597,984.724235,1,10243.48,4316.82,5926.66,0,1,0.333333,1,0,0,56,7500,11112.38396,252.899236,1,12,984.724235,0,252.899236,11112.38396,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C12598,952.379745,1,481.75,431.75,50,0,0.833333,0.666667,0.416667,0,0,20,1200,449.280028,273.503587,0,12,952.379745,0,273.503587,449.280028,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12599,160.681189,0.909091,993.5,896,97.5,0,0.333333,0.166667,0.166667,0,0,9,6500,980.963861,140.519148,0.090909,12,160.681189,0,140.519148,980.963861,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C12600,3461.183622,1,200,200,0,108.408059,0.083333,0.083333,0,0.083333,1,1,3500,1322.74089,3419.12662,0,12,3461.183622,108.408059,3419.12662,1322.74089,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12601,232.638142,1,3161.02,2012.38,1148.64,0,1,0.583333,1,0,0,22,7000,2608.402427,156.424862,0.4,12,232.638142,0,156.424862,2608.402427,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C12602,126.134681,1,1197.12,1197.12,0,0,1,1,0,0,0,12,9000,936.326494,180.002457,0.454545,12,126.134681,0,180.002457,936.326494,0,0,Full-Term (12 months),C - Partial,One-Off Only
C12603,1958.649839,0.857143,1759.46,1759.46,0,3240.789709,0.571429,0.571429,0,0.857143,16,11,7000,226.879675,415.235431,0,7,1958.649839,3240.789709,415.235431,226.879675,0,1,Short-Term (<=8 months),D - Never Full,One-Off Only
C12604,24.099873,1,294,0,294,0,1,0,1,0,0,12,5000,303.409519,185.055438,0.666667,12,24.099873,0,185.055438,303.409519,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12605,4424.767314,0.833333,0,0,0,7013.528326,0,0,0,0.666667,13,0,7000,864.1411,983.378772,0,6,4424.767314,7013.528326,983.378772,864.1411,1,1,Short-Term (<=8 months),D - Never Full,Non-Purchaser
C12606,2297.708974,1,0,0,0,797.536774,0,0,0,0.083333,2,0,3000,893.62955,469.990207,0,12,2297.708974,797.536774,469.990207,893.62955,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12607,1667.269812,1,86.69,86.69,0,715.747319,0.083333,0.083333,0,0.083333,2,1,5500,313.750208,351.085178,0,12,1667.269812,715.747319,351.085178,313.750208,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12608,74.254958,1,952.16,463.04,489.12,0,1,0.916667,0.583333,0,0,24,7000,913.302873,174.963013,1,12,74.254958,0,174.963013,913.302873,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C12609,9.526312,0.545455,92.02,0,92.02,0,0.5,0,0.5,0,0,6,1600,100.915736,82.436727,0.5,12,9.526312,0,82.436727,100.915736,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12610,95.853493,0.545455,796.9,0,796.9,0,0.75,0,0.75,0,0,9,1950,1475.770687,160.568063,0.222222,12,95.853493,0,160.568063,1475.770687,0,0,Full-Term (12 months),C - Partial,Installments-Only
C12611,772.206384,1,1319.19,1296.69,22.5,1581.026455,0.666667,0.666667,0.083333,0.333333,6,27,1200,2853.125011,528.790549,0.166667,12,772.206384,1581.026455,528.790549,2853.125011,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C12612,533.163378,0.909091,0,0,0,930.378581,0,0,0,0.166667,2,0,1800,1753.60425,206.790234,0.111111,12,533.163378,930.378581,206.790234,1753.60425,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12613,66.65712,1,585.87,585.87,0,0,1,1,0,0,0,12,10000,570.478919,182.613309,1,12,66.65712,0,182.613309,570.478919,0,0,Full-Term (12 months),A - Always Full,One-Off Only
C12614,918.401897,0.454545,0,0,0,3176.804663,0,0,0,0.166667,2,0,3500,4404.853578,254.748687,0,12,918.401897,3176.804663,254.748687,4404.853578,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12615,1630.676858,1,0,0,0,275.166058,0,0,0,0.090909,1,0,1950,558.164261,495.630406,0,11,1630.676858,275.166058,495.630406,558.164261,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C12616,2384.257016,1,0,0,0,99.110887,0,0,0,0.166667,2,0,2500,564.37975,847.079637,0,12,2384.257016,99.110887,847.079637,564.37975,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12617,25.706551,0.909091,133.86,0,133.86,0,0.333333,0,0.25,0,0,6,9500,148.214416,167.952263,0.222222,12,25.706551,0,167.952263,148.214416,0,0,Full-Term (12 months),C - Partial,Installments-Only
C12618,956.303408,0.857143,1451.5,1451.5,0,0,0.571429,0.571429,0,0,0,54,1200,210.435488,886.458108,0,7,956.303408,0,886.458108,210.435488,0,0,Short-Term (<=8 months),D - Never Full,One-Off Only
C12619,40.627614,1,528.08,528.08,0,0,1,1,0,0,0,16,2000,384.322913,174.894699,0.333333,12,40.627614,0,174.894699,384.322913,0,0,Full-Term (12 months),C - Partial,One-Off Only
C12620,5010.879703,1,0,0,0,2181.390333,0,0,0,0.25,7,0,7000,1327.690018,1273.479311,0,12,5010.879703,2181.390333,1273.479311,1327.690018,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12621,1822.259235,1,0,0,0,1672.653551,0,0,0,0.25,4,0,2500,589.389711,428.293387,0,12,1822.259235,1672.653551,428.293387,589.389711,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12622,4936.913341,1,407.81,351.81,56,2790.468488,0.333333,0.25,0.083333,0.333333,7,4,5000,2189.546633,2473.447437,0,12,4936.913341,2790.468488,2473.447437,2189.546633,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12623,93.964086,1,815.34,149.04,666.3,0,0.916667,0.25,0.75,0,0,14,2500,361.786239,125.693866,0.3,12,93.964086,0,125.693866,361.786239,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C12624,512.946312,1,4391.87,3943.37,448.5,422.496562,1,1,0.666667,0.166667,2,46,16500,4962.461845,175.713135,0.916667,12,512.946312,422.496562,175.713135,4962.461845,0,1,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C12625,680.889818,1,2445.24,2253.76,191.48,0,1,1,0.333333,0,0,36,3400,2082.619124,192.20043,0,12,680.889818,0,192.20043,2082.619124,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12626,2177.338711,1,0,0,0,430.534073,0,0,0,0.083333,2,0,2500,943.909555,663.690608,0,12,2177.338711,430.534073,663.690608,943.909555,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12627,1055.833418,1,351.54,61.54,290,0,1,0.083333,0.916667,0,0,13,3000,585.022975,251.539573,0,12,1055.833418,0,251.539573,585.022975,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12628,153.949311,0.363636,0,0,0,3988.242395,0,0,0,0.25,7,0,11500,2699.969008,17.401529,0,12,153.949311,3988.242395,17.401529,2699.969008,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12629,5906.184924,1,141.8,141.8,0,1651.286918,0.125,0.125,0,1.125,12,2,10000,933.969974,919.289675,0,8,5906.184924,1651.286918,919.289675,933.969974,0,1,Short-Term (<=8 months),D - Never Full,One-Off Only
C12630,1061.394006,1,0,0,0,320.869981,0,0,0,0.333333,8,0,8500,273.383468,319.905806,0,12,1061.394006,320.869981,319.905806,273.383468,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12631,8.187263,0.111111,0,0,0,793.848237,0,0,0,0.111111,1,0,1350,0,312.343947,0,9,8.187263,793.848237,312.343947,0,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C12632,126.018616,1,1218.24,0,1218.24,0,1,0,1,0,0,18,5000,1040.640647,153.824693,0.272727,12,126.018616,0,153.824693,1040.640647,0,0,Full-Term (12 months),C - Partial,Installments-Only
C12633,462.598215,1,1319.26,1319.26,0,0,0.083333,0.083333,0,0,0,1,3500,98.018318,281.813294,0,12,462.598215,0,281.813294,98.018318,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C12634,195.575108,1,2984.34,2754.92,229.42,0,1,1,0.416667,0,0,28,14500,1885.940209,196.257674,1,12,195.575108,0,196.257674,1885.940209,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C12635,4759.70237,1,614.01,473.01,141,6791.261503,1,1,0.083333,0.5,8,14,7500,7324.826511,1023.038321,0,12,4759.70237,6791.261503,1023.038321,7324.826511,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12636,1581.742203,1,0,0,0,335.348071,0,0,0,0.166667,2,0,1800,463.88804,448.969242,0,12,1581.742203,335.348071,448.969242,463.88804,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12637,1026.201421,1,0,0,0,244.88819,0,0,0,0.166667,2,0,1200,440.519737,320.383825,0,12,1026.201421,244.88819,320.383825,440.519737,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12638,1585.806548,1,0,0,0,274.3843,0,0,0,0.083333,1,0,2000,566.302426,351.844812,0,12,1585.806548,274.3843,351.844812,566.302426,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12639,645.181409,0.636364,0,0,0,2014.386387,0,0,0,0.166667,2,0,1400,2185.891694,436.135143,0,12,645.181409,2014.386387,436.135143,2185.891694,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12640,237.861439,1,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200,589.35887,186.59462,0.083333,12,237.861439,1431.673728,186.59462,589.35887,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C12641,297.004363,1,2729,1409,1320,0,1,0.083333,1,0,0,14,16500,1275.398838,177.970856,0.25,12,297.004363,0,177.970856,1275.398838,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C12642,2895.765754,0.909091,2753.35,1960,793.35,0,0.727273,0.090909,0.636364,0,0,8,9000,861.251403,906.390801,0,11,2895.765754,0,906.390801,861.251403,0,0,Mid-Term (9-11 months),D - Never Full,Hybrid (Both)
C12643,14.58126,0.272727,87.3,0,87.3,0,0.083333,0,0.083333,0,0,1,8000,669.767901,162.269258,0.75,12,14.58126,0,162.269258,669.767901,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12644,310.795046,0.909091,0,0,0,2810.45573,0,0,0,0.166667,2,0,7500,2811.544882,111.338928,0.1,12,310.795046,2810.45573,111.338928,2811.544882,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12645,3470.333673,1,1184.98,757.95,427.03,6370.145895,0.5,0.333333,0.333333,0.666667,18,14,7000,4291.341088,946.341931,0,12,3470.333673,6370.145895,946.341931,4291.341088,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12646,989.022229,1,0,0,0,559.200528,0,0,0,0.416667,5,0,1200,1071.879544,263.735953,0,12,989.022229,559.200528,263.735953,1071.879544,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12647,2048.834742,1,3342.9,1907.9,1435,436.15809,1,0.3,0.9,0.1,5,45,2500,1685.441335,2766.440973,0,10,2048.834742,436.15809,2766.440973,1685.441335,0,1,Mid-Term (9-11 months),D - Never Full,Hybrid (Both)
C12648,3037.476732,0.727273,1225.79,0,1225.79,6560.352738,1,0,1,0.25,10,58,5100,7799.250959,1347.127384,0,12,3037.476732,6560.352738,1347.127384,7799.250959,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C12650,1072.257388,1,0,0,0,39.265903,0,0,0,0.083333,1,0,1200,286.46296,263.950897,0,12,1072.257388,39.265903,263.950897,286.46296,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12651,5097.916969,1,139.67,139.67,0,3365.390269,0.5,0.5,0,0.25,22,6,6000,3313.162847,2759.80377,0,12,5097.916969,3365.390269,2759.80377,3313.162847,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12652,975.820862,1,66.72,0,66.72,0,0.333333,0,0.333333,0,0,4,1000,254.277454,199.50774,0,12,975.820862,0,199.50774,254.277454,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C12653,5827.830678,1,577.98,358.02,219.96,2191.528662,1,0.083333,1,0.333333,7,13,6000,1771.36501,1842.75662,0,12,5827.830678,2191.528662,1842.75662,1771.36501,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12654,7543.580736,1,0,0,0,2925.55754,0,0,0,0.083333,9,0,8500,1738.415018,1785.269757,0,12,7543.580736,2925.55754,1785.269757,1738.415018,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12655,87.802127,0.818182,803.95,803.95,0,0,0.5,0.5,0,0,0,8,1000,1134.379946,137.584907,0.666667,12,87.802127,0,137.584907,1134.379946,0,0,Full-Term (12 months),B - Mostly Full,One-Off Only
C12656,3268.304631,1,340.57,250.48,90.09,2671.441618,0.583333,0.083333,0.5,0.333333,10,8,6000,1282.359,1027.045756,0,12,3268.304631,2671.441618,1027.045756,1282.359,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12657,45.295495,1,451.01,0,451.01,0,1,0,1,0,0,78,7500,481.372024,172.53607,0.666667,12,45.295495,0,172.53607,481.372024,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12658,234.183227,1,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4,12,2500,1436.234437,169.80316,0.25,12,234.183227,282.667958,169.80316,1436.234437,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C12659,36.868847,1,360,0,360,0,0.5,0,0.416667,0,0,6,3000,286.431721,91.31394,0,12,36.868847,0,91.31394,286.431721,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C12660,334.1265,0.818182,0,0,0,1783.362859,0,0,0,0.416667,10,0,1400,1811.558237,176.978122,0.181818,12,334.1265,1783.362859,176.978122,1811.558237,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12661,193.12654,1,1955.98,0,1955.98,0,1,0,1,0,0,53,2500,1891.721179,203.382558,0.666667,12,193.12654,0,203.382558,1891.721179,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12663,443.202789,1,350.31,0,350.31,153.173663,0.25,0,0.166667,0.25,3,3,4500,398.335288,223.457783,0,12,443.202789,153.173663,223.457783,398.335288,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C12664,23.39023,0.636364,291.7,0,291.7,0,0.583333,0,0.583333,0,0,7,2500,453.889925,153.140825,0.857143,12,23.39023,0,153.140825,453.889925,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C12665,1872.934017,1,382.5,310,72.5,0,0.416667,0.416667,0.083333,0,0,7,1950,463.938794,1005.849526,0,12,1872.934017,0,1005.849526,463.938794,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12666,2490.787594,1,176.65,66.69,109.96,152.712134,1,0.25,0.833333,0.083333,1,14,2500,857.979134,746.423779,0,12,2490.787594,152.712134,746.423779,857.979134,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12667,3212.093869,1,2203.68,1776.68,427,1076.466158,1,1,0.75,0.166667,3,25,6000,2007.453777,908.096391,0,12,3212.093869,1076.466158,908.096391,2007.453777,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12668,339.406259,1,14.28,0,14.28,0,0.416667,0,0.416667,0,0,5,10500,1263.292815,1486.059666,0.083333,12,339.406259,0,1486.059666,1263.292815,0,0,Full-Term (12 months),C - Partial,Installments-Only
C12669,11077.99148,1,3419.92,3419.92,0,7837.414142,0.5,0.5,0,0.583333,12,8,12000,10934.50273,7294.953939,0,12,9338.804814,7837.414142,7294.953939,10934.50273,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12670,899.195559,0.909091,921.94,256.1,665.84,5903.784384,0.916667,0.25,0.833333,0.333333,6,20,5000,6368.638423,288.469452,0.090909,12,899.195559,5903.784384,288.469452,6368.638423,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C12671,1154.410108,0.909091,0,0,0,2593.398852,0,0,0,0.083333,1,0,3000,2607.110273,471.642521,0.090909,12,1154.410108,2593.398852,471.642521,2607.110273,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12672,846.223191,0.545455,437.6,437.6,0,4638.435613,0.083333,0.083333,0,0.333333,7,1,14500,1092.822745,203.614145,0,12,846.223191,4638.435613,203.614145,1092.822745,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12673,597.44365,1,0,0,0,36.582227,0,0,0,0.083333,1,0,1500,1572.905114,160.096384,0.181818,12,597.44365,36.582227,160.096384,1572.905114,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C12674,4413.803457,1,0,0,0,2007.044461,0,0,0,0.666667,11,0,5000,1305.912583,1423.184018,0,12,4413.803457,2007.044461,1423.184018,1305.912583,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12675,3586.05105,1,141,40,101,1072.395255,0.5,0.083333,0.416667,0.25,3,7,4350,3843.798591,11760.91651,0,12,3586.05105,1072.395255,8626.691541,3843.798591,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12676,1965.755378,1,889.66,580.09,309.57,0,1,0.583333,1,0,0,34,2500,2612.998677,691.369848,0,12,1965.755378,0,691.369848,2612.998677,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C12677,19.897641,0.727273,375.23,0,375.23,0,0.916667,0,0.833333,0,0,11,6000,390.112154,90.478454,0.444444,12,19.897641,0,90.478454,390.112154,0,0,Full-Term (12 months),C - Partial,Installments-Only
C12678,2740.10065,1,169.19,169.19,0,464.040014,0.083333,0.083333,0,0.083333,1,2,3200,1108.374243,625.831281,0,12,2740.10065,464.040014,625.831281,1108.374243,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C12679,393.700868,1,0,0,0,673.644618,0,0,0,0.166667,3,0,1000,319.088414,185.010395,0,12,393.700868,673.644618,185.010395,319.088414,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12680,459.134859,1,223.34,0,223.34,0,0.666667,0,0.666667,0,0,9,500,498.401939,455.872675,0,12,459.134859,0,455.872675,498.401939,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C12681,4805.164203,1,0,0,0,949.587804,0,0,0,0.083333,2,0,8500,1260.875219,1622.411952,0,12,4805.164203,949.587804,1622.411952,1260.875219,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C12682,6668.982024,1,0,0,0,2230.439984,0,0,0,0.333333,7,0,7500,1752.332514,2371.318646,0,12,6668.982024,2230.439984,2371.318646,1752.332514,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
